index,AAPL_Daily_Adj._Open-Adj._Close_P_Delta,AAPL_Daily_Adj._Open-Adj._Close_P_Delta,AAPL_AfterHours_Adj._Close-Adj._Open_P_Delta,AAPL_Adj._Open,AAPL_Adj._High,AAPL_Adj._Low,AAPL_Adj._Close,AAPL_Adj._Volume,AAPL_25-day_Adj._Close_MA,AAPL_100-day_Adj._Close_MA,GOOGL_Daily_Adj._Open-Adj._Close_P_Delta,GOOGL_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOGL_Adj._Open,GOOGL_Adj._High,GOOGL_Adj._Low,GOOGL_Adj._Close,GOOGL_Adj._Volume,GOOGL_25-day_Adj._Close_MA,GOOGL_100-day_Adj._Close_MA,GOOG_Daily_Adj._Open-Adj._Close_P_Delta,GOOG_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOG_Adj._Open,GOOG_Adj._High,GOOG_Adj._Low,GOOG_Adj._Close,GOOG_Adj._Volume,GOOG_25-day_Adj._Close_MA,GOOG_100-day_Adj._Close_MA,AOSL_Daily_Adj._Open-Adj._Close_P_Delta,AOSL_AfterHours_Adj._Close-Adj._Open_P_Delta,AOSL_Adj._Open,AOSL_Adj._High,AOSL_Adj._Low,AOSL_Adj._Close,AOSL_Adj._Volume,AOSL_25-day_Adj._Close_MA,AOSL_100-day_Adj._Close_MA,MSFT_Daily_Adj._Open-Adj._Close_P_Delta,MSFT_AfterHours_Adj._Close-Adj._Open_P_Delta,MSFT_Adj._Open,MSFT_Adj._High,MSFT_Adj._Low,MSFT_Adj._Close,MSFT_Adj._Volume,MSFT_25-day_Adj._Close_MA,MSFT_100-day_Adj._Close_MA,FB_Daily_Adj._Open-Adj._Close_P_Delta,FB_AfterHours_Adj._Close-Adj._Open_P_Delta,FB_Adj._Open,FB_Adj._High,FB_Adj._Low,FB_Adj._Close,FB_Adj._Volume,FB_25-day_Adj._Close_MA,FB_100-day_Adj._Close_MA,ORCL_Daily_Adj._Open-Adj._Close_P_Delta,ORCL_AfterHours_Adj._Close-Adj._Open_P_Delta,ORCL_Adj._Open,ORCL_Adj._High,ORCL_Adj._Low,ORCL_Adj._Close,ORCL_Adj._Volume,ORCL_25-day_Adj._Close_MA,ORCL_100-day_Adj._Close_MA,INTC_Daily_Adj._Open-Adj._Close_P_Delta,INTC_AfterHours_Adj._Close-Adj._Open_P_Delta,INTC_Adj._Open,INTC_Adj._High,INTC_Adj._Low,INTC_Adj._Close,INTC_Adj._Volume,INTC_25-day_Adj._Close_MA,INTC_100-day_Adj._Close_MA,IBM_Daily_Adj._Open-Adj._Close_P_Delta,IBM_AfterHours_Adj._Close-Adj._Open_P_Delta,IBM_Adj._Open,IBM_Adj._High,IBM_Adj._Low,IBM_Adj._Close,IBM_Adj._Volume,IBM_25-day_Adj._Close_MA,IBM_100-day_Adj._Close_MA
1353813,-0.0142407386,0.0049731711,-0.0020998828,79.5404404575,80.0700334308,78.8534009247,79.9360086734,109215400,77.0696016699,75.8141175987,0.0118060532,0.0264728695,293.9774803191,300.1665854939,293.9072635667,297.44819408,9340000,288.7066096463,302.3758051433,0,0,0,0,0,0,0,0,0,-0.0178359096,-0.0108958838,8.41,8.42,8.26,8.26,28200,8.9812,9.4242,0.0050803015,0.0109245068,26.9115104398,27.1673065076,26.796843237,27.0482290278,46663200,26.5216419503,27.0652871266,-0.0139408365,0,29.41,29.5,28.63,29,13685100,30.94864,30.3007395349,0.0086601307,-0.0066418273,28.8056875993,29.2857823927,28.7680331058,29.0551486194,26180000,27.0992075473,26.7675923038,-0.0110056926,-0.0072908672,22.6412330517,22.6412330517,22.1858306412,22.3920506007,36555800,22.5951772608,23.124824815,0.0100310238,-0.006399099,171.3168577923,174.3729237663,170.9359568158,173.0353412675,10395400,170.1776981277,175.7276226355
1355253,0.0158647376,-0.0142407386,-0.0163825914,79.7681524239,79.9516232082,78.5541223404,78.6321950146,99367800,77.2401644387,75.9037580408,0.003383928,-0.0169280639,305.3225013121,307.4189729191,300.0161210245,306.3556906686,12914400,289.7452157237,302.3378379422,0,0,0,0,0,0,0,0,0,0,-0.0146878825,8.17,8.26,8.13,8.17,40000,8.9436,9.4033,-0.0285483871,-0.0180972937,27.3437175888,27.3878203591,26.505764953,26.5630985544,64021700,26.5489856679,27.0516558609,-0.0082758621,-0.0222531293,29,29.47,28.72,28.76,11869100,30.96744,30.2657227273,-0.0177756034,-0.0194255354,28.8621693397,29.0222009375,28.3350064294,28.3491268645,25013000,27.2219658888,26.7755537916,-0.0135291844,-0.0184169279,22.2287931328,22.3404956108,21.9108706952,21.9280556918,48844000,22.5449970706,23.1117541826,-0.0084496883,-0.0138737334,171.9280709871,172.6455821288,170.2273038363,170.4753323791,4789700,170.0838016079,175.6860045568
1359573,-0.0106358458,0.0158647376,0.0058791382,77.3439958905,78.8403888124,76.4734855734,78.5710380864,121993900,77.3947483336,75.9836393986,0.025029976,-0.0008285812,301.1696819565,310.1323488506,300.0512294007,308.7079518736,7116200,290.7683741157,302.3240955206,0,0,0,0,0,0,0,0,0,-0.0285714286,0.0089514066,8.05,8.05,7.8,7.82,78900,8.882,9.3824,-0.0098072371,-0.0013627049,26.0823783581,26.0911989122,25.5884273307,25.8265822903,55151900,26.5228768279,27.0317985632,0.0224039829,0.0024347826,28.12,29,28.01,28.75,12390700,30.91688,30.23204,0.0040636641,-0.0020236088,27.7984298957,28.0525977275,27.403057713,27.9113933765,23403200,27.2975287771,26.7804035629,0.0083832335,-0.0027711797,21.5242082712,21.7905757189,21.3093958134,21.7046507357,36378200,22.4735074847,23.0995202211,0.0055327221,0.000471624,168.11020306,169.4566437211,166.7106134256,169.0403100956,3904500,169.7907736009,175.641062441
1361013,0.0008877903,-0.0106358458,-0.0440324835,79.0329680754,79.3322466597,77.8787937087,78.1923856167,141283100,77.4735496861,76.0570927729,-0.0120813008,0.0012344257,308.4521622756,309.9216985935,303.1056581295,304.7256589168,4014700,291.5050481579,302.2497159179,0,0,0,0,0,0,0,0,0,-0.0088719899,0.010230179,7.89,8,7.76,7.82,48700,8.8136,9.3613,-0.0030813848,0.0030874786,25.7913882796,25.8971467228,25.491401236,25.7119150875,47723300,26.4985320987,27.0059751947,-0.0128383067,-0.0021089631,28.82,29.45,28.1,28.45,11539800,30.79848,30.1933,-0.0092936803,-0.0005116834,27.8549116361,27.9302206233,27.3654032194,27.5960369926,23707500,27.3822722782,26.776709174,-0.0073441842,0.00059988,21.6445032476,21.6702807425,21.3008033151,21.4855420288,33637600,22.390503951,23.0852657681,-0.0030379216,-0.0001576127,169.1200335558,169.4743600456,167.0295072663,168.6062601457,3597100,169.5090840416,175.5847230669
1362453,-0.0084172761,0.0008877903,0.0083308694,74.7493806852,75.5743486091,74.1690404738,74.8157424582,219328200,77.408801415,76.0958558556,-0.0005424776,0.0115297949,305.1018200903,307.6396541409,303.6222528078,304.9363091739,3642300,292.0358868059,302.1832106224,0,0,0,0,0,0,0,0,0,-0.0379746835,0.0184210526,7.9,7.9,7.52,7.6,144400,8.738,9.341,-0.0140218878,0.0138744363,25.7913000741,25.8706850606,25.3855545873,25.4296573576,45579500,26.4325543543,26.9792131957,0.0334624868,-0.054192229,28.39,29.49,28.08,29.34,17230200,30.69564,30.1751446809,-0.0013651877,0.0181134655,27.5819165575,27.8266707659,27.4124713364,27.5442620639,22389100,27.4333798006,26.7712782923,0.0043964828,0.018304815,21.4984307763,21.932351941,21.4812457796,21.5929482577,34407600,22.3087033671,23.0716162396,0.0040460302,0.0126125183,168.579685659,170.7587935709,167.7027275968,169.2617641517,3833800,169.2309377471,175.5236479186
1363893,0.0176518669,-0.0084172761,0.0002261342,75.4390226405,75.5223001596,74.2158840783,74.8040315571,101658200,77.352271594,76.1501423884,-0.0026666667,0.0090159124,308.4521622756,309.3900574682,305.9594675659,307.6296231762,3367000,292.7551069697,302.1787468432,0,0,0,0,0,0,0,0,0,0.0090439276,0.0051216389,7.74,7.83,7.5,7.81,150300,8.6764,9.3226,-0.0023947999,0.0109739369,25.78247952,26.0206344797,25.6589917632,25.7207356416,45301400,26.3701048316,26.9577716789,-0.0326126126,-0.1361519836,27.75,28.23,26.73,26.845,64597400,30.50544,30.1057666667,0.0070493454,0.01,28.0431841041,28.5797606378,27.9584614935,28.2408701954,26746600,27.492435648,26.7701885059,-0.0035169988,0.0070588235,21.98820318,22.1987193887,21.7733907222,21.9108706952,37808200,22.2351515815,23.0643446027,0.0023773838,0.0059293632,171.3965812524,172.68987294,170.581630326,171.8040567157,3282900,169.0597980526,175.4716769411
1365333,0.0069552562,0.0176518669,0.0098434616,74.8209473032,76.228857861,74.3759330603,76.1416767081,100984100,77.3912558826,76.2215788853,0.0259658421,0.0017166436,310.4031848956,318.4831269025,309.706032854,318.4630649732,7092300,294.1544265351,302.3292113126,0,0,0,0,0,0,0,0,0,-0.0076433121,0.0025673941,7.85,7.94,7.5,7.79,164200,8.6324,9.3055,0.0093283582,-0.000168039,26.0029933716,26.3293538718,25.7383767497,26.2455586082,44242600,26.3566975894,26.9437252149,0.0222078482,0.012233706,23.19,24.54,22.28,23.705,123102300,30.18004,29.9751387755,0.0155115512,-0.002599935,28.5232788974,29.0316145609,28.278524689,28.9657191971,23852100,27.6060380596,26.7791128199,0.0132398754,-0.001537279,22.0655356648,22.400643099,21.8850932003,22.3576806074,33344000,22.2114362862,23.0609866293,0.0066119938,-0.0003564336,172.8227453737,174.868980852,171.8040567157,173.9654483031,4177300,169.1660959995,175.4713111046
1369653,0.0124828009,0.0069552562,0.0137808178,76.8911743803,77.9998063537,76.487798897,77.4259721984,94785600,77.4585545278,76.3052988162,-0.0058957629,-0.0063893721,319.0097525454,322.2948934607,315.7246116301,317.1289466779,4369000,295.3745930723,302.4571061116,0,0,0,0,0,0,0,0,0,-0.0153649168,0.0039011704,7.81,7.81,7.57,7.69,53100,8.5716,9.2881,-0.003697479,-0.0053981107,26.2411483312,26.3028922096,25.9853522634,26.1441222365,28905000,26.3192984402,26.9261670623,-0.0352156699,0.0095032397,23.995,24.04,23.03,23.15,29285900,29.78404,29.838636,-0.0035842294,-0.0006540222,28.8904102099,29.1822325353,28.6174151314,28.7868603525,20919700,27.7053464191,26.7836704341,-0.0084680523,0,22.3233106142,22.5123455771,22.0655356648,22.1342756513,25878100,22.1710515441,23.0527930236,0.0018337408,-0.0009151922,173.9034411674,175.2498818284,173.5491146777,174.2223350082,2787000,169.2716852934,175.4690154514
1371093,-0.0147668878,0.0124828009,0.0084239308,78.4929654123,79.5950913295,78.4266036392,79.4727774733,115581900,77.6667223014,76.394783113,0.0074968962,0.0068407665,315.1026918232,319.2354492495,315.082629894,317.4649839929,3727400,296.8244686995,302.5866560197,0,0,0,0,0,0,0,0,0,-0.0012953368,0.0077821012,7.72,7.85,7.5,7.71,137400,8.5244,9.2713,-0.000339213,0.0040719376,26.0029933716,26.205866115,25.8706850606,25.9941728175,37620900,26.3053619648,26.9056197832,-0.0710312366,-0.0096729618,23.37,23.37,21.61,21.71,56179400,29.37004,29.6792509804,-0.0117801047,0.0046357616,28.7680331058,28.8904102099,28.4009017932,28.4291426634,20951600,27.8046254676,26.7860571139,-0.0023291925,0.0050583658,22.1342756513,22.3748656041,22.0827206615,22.0827206615,26616900,22.1590220465,23.0446809526,-0.0026463104,0.0050005103,174.0628880878,175.0195696101,173.5136820287,173.6022636511,3507000,169.3822351582,175.4425243495
1372533,0.008211134,-0.0147668878,-0.0065424103,80.1422506544,80.2066606106,78.4630375538,78.9587990349,96125400,77.8477728328,76.4749897736,-0.0072493331,-0.0113327433,319.6366878346,320.7443069487,316.667522305,317.3195350058,3685500,298.1886798887,302.7493081112,0,0,0,0,0,0,0,0,0,-0.0553410553,-0.0027247956,7.77,7.77,7.14,7.34,279500,8.4616,9.2495,-0.0060831362,-0.006800408,26.1000194662,26.1529427906,25.7648384119,25.9412494931,31721800,26.2838398129,26.8847185217,-0.0288372093,-0.0052681992,21.5,21.58,20.84,20.88,44604400,28.88124,29.5100346154,-0.0006591958,-0.0148416887,28.560933391,28.7303786122,28.2691110656,28.5421061442,17344400,27.9005318099,26.7890109315,0.0038714673,-0.00732742,22.1944231395,22.3404956108,22.0569431665,22.2803481226,29207700,22.156444297,23.0365833069,-0.009037368,-0.0052259453,174.470363551,175.2587399907,172.4861352084,172.8936106716,2559300,169.4966826144,175.4018017495
1373973,0.0033733683,0.008211134,0.0096085819,78.442218174,79.4636689946,78.1052044638,79.0863177361,83039600,78.0210421211,76.5475843485,0.0051797733,0.0178926441,313.723434187,320.0028180435,312.6701829012,315.3484504566,3951400,299.3813615829,302.8676734938,0,0,0,0,0,0,0,0,0,-0.0409836066,0.0113960114,7.32,7.32,6.95,7.02,181200,8.3816,9.2259,-0.000684697,0.0116478246,25.7648384119,26.0426858648,25.5531451144,25.7471973038,39520500,26.2492632409,26.8614386112,-0.0351468464,0.0159680639,20.77,20.84,19.82,20.04,56374500,28.39364,29.331354717,0.0016739203,0.0203877005,28.1184930913,28.6174151314,27.9961159871,28.1655612082,22103400,27.9686000527,26.7921367788,0.0066045066,0.0218128738,22.1170906547,22.5639005669,22.0655356648,22.263163126,34309900,22.1457895991,23.0290388425,0.0014936135,0.0104397017,171.9900781228,174.1514697102,170.980247627,172.2469648278,2812600,169.5480599554,175.3512607306
1375413,0.0085211165,0.0033733683,0.0025824265,79.8462250981,80.4122519859,79.5768743722,80.115575824,86230200,78.2638481378,76.6095220033,0.002078125,-0.0026819266,320.9908680592,322.8566274798,319.0548918862,321.6579272069,3790400,300.926531374,302.9857881022,0,0,0,0,0,0,0,0,0,0.0126760563,0.0027816412,7.1,7.26,7.06,7.19,132000,8.3084,9.2028,0.0074500508,0.0084033613,26.0470961419,26.4087388584,26.0029933716,26.2411483312,35859400,26.2436180863,26.8375778087,0.0358546169,0.0142247511,20.36,22.16,19.9,21.09,80647000,27.98284,29.178737037,0.0062233868,0.0065104167,28.7397922356,29.0598554311,28.5985878846,28.9186510801,17767200,28.0667918903,26.7988560458,-0.0007619048,-0.0003812429,22.7487866929,22.8354487375,22.5147991726,22.731454284,30692600,22.1672708448,23.0218697511,0.0103827362,0.0012089462,174.0451717633,176.2331378375,173.7617105715,175.852236861,3278100,169.8003404161,175.3122501949
1379733,-0.0029802335,0.0085211165,0.0003533853,80.3224684106,81.3085262855,80.0583225296,81.0069055209,75525800,78.4644949104,76.6524229378,0.0050186833,-0.0016023148,320.795264249,325.6953904692,320.5996604388,322.4052340716,3561200,302.1854174347,303.1203534927,0,0,0,0,0,0,0,0,0,0.0138696255,0.0027359781,7.21,7.33,7.19,7.31,96300,8.2348,9.1826,-0.0016666667,0.0040066778,26.4616621827,26.5586882774,26.2940716556,26.4175594124,27471800,26.2210374679,26.8146048628,0.0247779336,0.0127737226,21.39,22.15,21.3,21.92,27778900,27.61584,29.04676,0.0025873221,0.0070967742,29.1069235481,29.4175731202,28.9751328205,29.1822325353,18658400,28.1180336267,26.8109298628,0.0034324943,0.0057012543,22.7227880795,23.017439031,22.7054556706,22.8007839196,24613200,22.1633418816,23.0156498495,0,0.0033708996,176.0648327548,177.1100958996,175.852236861,176.0648327548,2337800,169.9130162399,175.2670739264
1381173,0.0007588111,-0.0029802335,-0.0024544462,81.0355321681,81.3257022739,80.4200592533,80.7940273627,72611700,78.6122812778,76.6984259598,-0.0019476776,-0.0023261623,321.8886393933,323.1274635247,319.2204028026,321.2617041041,3959600,303.3905375249,303.2177040044,0,0,0,0,0,0,0,0,0,0.0804911323,-0.0012626263,7.33,7.92,7.3,7.92,72600,8.1812,9.1675,0.00631859,-0.0016523463,26.5234060611,26.7703815749,26.3469949799,26.6909965883,28002900,26.2104528031,26.7936652851,-0.0666666667,-0.0004826255,22.2,22.45,20.5,20.72,36782900,27.2138,28.8980678571,0.0089686099,-0.0050793651,29.38933225,29.8411861732,29.3234368863,29.6529137052,21692700,28.1845327608,26.8256480026,0.0015117158,-0.000754717,22.9307769865,23.0867686666,22.8354487375,22.9654418043,27077800,22.1654836838,23.0086028907,0.0025071454,-0.0040676524,176.6583296252,177.9427631505,176.1002654038,177.1012377374,3209400,170.0582901007,175.2209708936
1382613,0.0046613256,0.0007588111,0.0010126558,80.5957227703,81.1799666154,80.2977453971,80.6568796984,61176500,78.7187203569,76.7430444931,0.0049761365,0.00355013,320.5143972394,323.9349561772,320.2385457122,322.1093206151,2641700,304.4819064763,303.3039201454,0,0,0,0,0,0,0,0,0,0.0265486726,-0.0024630542,7.91,8.21,7.89,8.12,39300,8.134,9.1547,0.0039721946,0.0019782394,26.646893818,26.8762282236,26.5586882774,26.7527404667,26257600,26.1952814501,26.775533782,0.0004828585,0.0014478764,20.71,21.15,20.22,20.72,29537400,26.7946,28.7545929825,-0.0057434588,0,29.5022957308,29.9447360306,29.2481278991,29.3328505097,22436100,28.2316533293,26.8401654944,0.0045317221,0.0015037594,22.9481093954,23.1734307112,22.7921177152,23.0521038488,27034400,22.1643898191,23.0025931479,0.0038331568,-0.002059991,176.3808514648,177.6440824583,176.2829955428,177.0569469261,2068300,170.1982490641,175.1743367432
1384053,0.0048326356,0.0046613256,-0.0032542329,80.7385573521,81.245582686,80.7320235205,81.1149060536,55410600,78.788673473,76.7720354795,-0.0033513832,-0.0058535067,323.2528505826,324.1857302929,321.7533216805,322.1695064029,2138400,305.4133818516,303.3458997323,0,0,0,0,0,0,0,0,0,0.0456790123,-0.0059031877,8.1,8.7,8.1,8.47,52100,8.1048,9.1422,0.0036196117,0,26.8056637911,27.0349981967,26.7262788045,26.9026898858,24920800,26.1882250068,26.7624067904,0.0125301205,0.0190385531,20.75,21.17,20.61,21.01,15610700,26.3762,28.6210655172,0.0067394095,-0.0057379662,29.3328505097,29.6999818222,29.3234368863,29.530536601,14578500,28.2960756812,26.8564723481,0.0022522523,0,23.0867686666,23.303423778,23.0261052355,23.1387658934,26465300,22.1774171342,22.9973647278,-0.0010069479,-0.002771898,176.6922112167,177.4394746214,176.0428037342,176.5142913585,2160100,170.3391787002,175.1248341122
1385493,0.0106033141,0.0048326356,0.0027183529,80.850939256,81.249502985,80.8496324897,81.241662387,48734700,78.8848285129,76.7959701425,0.0053398894,0.0084423676,320.283685053,322.1143360974,319.0498764039,321.9939645219,2866300,306.5372511284,303.3885814868,0,0,0,0,0,0,0,0,0,0.0178147268,0.0035005834,8.42,8.68,8.39,8.57,71700,8.0904,9.1284,-0.0026229508,-0.0023011177,26.9026898858,27.0085365345,26.6821760342,26.8321254533,27810300,26.1965163276,26.7504142885,0.018542737,0.0157288944,21.41,21.82,21.13,21.807,25794700,25.97928,28.5055728814,0.0134658544,-0.0050616893,29.3610913799,29.765877186,29.2575415225,29.7564635626,13848800,28.3898268854,26.8718509884,0.006741573,-0.0044642857,23.1387658934,23.3120899825,22.9924803622,23.2947575735,24930300,22.2102602637,22.9936109266,0.007176429,-0.0020573034,176.0250117484,177.3594106851,175.4645641949,177.2882427419,2600500,170.6485450697,175.0960377895
1389813,-0.0002848687,0.0106033141,0.002968254,81.4625058959,82.3262784363,81.4442111673,82.3262784363,69708100,78.9826773867,76.835253157,0.0194464181,-0.0011514977,324.7123559358,331.0970649208,324.3412102446,331.0268481684,6529200,308.0218338932,303.4890415976,0,0,0,0,0,0,0,0,0,0.0104651163,0.0069044879,8.6,8.69,8.51,8.69,41000,8.0796,9.1147,0.0013179572,0.0036567438,26.7703815749,26.8674076695,26.6027910477,26.8056637911,23049100,26.210276392,26.7388581735,-0.0248306998,-0.0087962963,22.15,22.45,21.4,21.6,24973100,25.55648,28.39048,-0.0028616852,0.0044642857,29.6058455882,29.6999818222,29.3705050033,29.5211229776,14362100,28.477170655,26.8913449383,-0.0026158445,0.0041213938,23.1907631201,23.2514265513,22.8874459642,23.1300996889,23619700,22.236001528,22.9879973022,0.0006536605,-0.0006532335,176.9235070325,177.9020662528,175.9538438051,177.0391549403,2418300,171.0096007363,175.0608693713
1391253,-0.0007444955,-0.0002848687,-0.0006173914,82.5706437389,83.4514042416,82.3537205291,82.5471219451,85042300,79.1189235202,76.880856434,0.014273796,0.002422756,330.6456715125,337.4667274588,330.5202844547,335.3652403695,7316000,309.7664192611,303.6024416527,0,0,0,0,0,0,0,0,0,-0.0045714286,0.0424799082,8.75,8.89,8.68,8.71,79000,8.0696,9.1015,-0.0056105611,-0.0006637902,26.9036852354,26.9835971717,26.6461912183,26.7527404667,34551400,26.2310928996,26.726028009,-0.0481083606,0.0127576055,21.41,21.6,20.25,20.38,39308800,25.11288,28.2591606557,-0.0047619048,-0.0006379585,29.6529137052,29.7752908094,29.4081594968,29.5117093542,13806800,28.5660167476,26.9180572131,-0.0119402985,-0.0094410876,23.2254279379,23.2340941424,22.8614473508,22.9481093954,27470400,22.2754288764,22.9795402013,-0.002966613,0.0030763024,176.9235070325,177.3238267135,175.8915718547,176.3986434507,2562300,171.4658612763,175.0122390794
1392693,0.0081272477,-0.0007444955,0.000602381,82.4961580584,82.848984966,82.0322560133,82.4347400412,64335600,79.2703486914,76.929616877,-0.0040878439,-4.49411E-05,336.1777485043,338.1688949827,333.0781804346,334.8035063504,4816500,311.6993861447,303.7275779364,0,0,0,0,0,0,0,0,0,0.1387665198,-0.0048355899,9.08,10.45,7.95,10.34,352600,8.1292,9.1039,0.0029890402,0.0053145695,26.7349822587,26.8859270273,26.6550703223,26.814894195,24351000,26.2699197314,26.7136879437,0.0271317829,-0.0358490566,20.64,21.41,20.4,21.2,47861100,24.72208,28.1453032258,0.0070220236,0.0028526149,29.4928821074,29.8317725498,29.4928821074,29.6999818222,16230100,28.6533751727,26.9474022085,0.0015249714,0.00647126,22.731454284,22.9394431909,22.6967894662,22.7661191018,26081000,22.3134195119,22.969433793,-0.002513826,0.0018649194,176.9412990183,177.3238267135,176.0694917129,176.4964993727,2111800,171.9618230286,174.9646755562
1394133,0.012671875,0.0081272477,0.0057516422,82.4843971615,83.2096524716,82.3916167525,83.1547682859,63633500,79.479357785,76.9713553636,0.0080298422,0.001857714,334.7884599034,338.3644987929,334.572794164,337.4767584234,3431900,313.7535270809,303.84564239,0,0,0,0,0,0,0,0,0,-0.0398445092,-0.004048583,10.29,10.29,9.77,9.88,165000,8.1672,9.1004,0.0138172955,0.0045484081,26.9574038148,27.4719478938,26.8681688192,27.3298822292,35787200,26.3529851695,26.7014154837,-0.0278864971,0.0067941621,20.44,20.48,19.69,19.87,157565300,24.28448,28.0139492063,0.0123261694,0.0018732438,29.7847044328,30.3212809665,29.6905681988,30.1518357453,20333700,28.7742460972,26.9755470237,0.0056732224,-0.0007521625,22.9134445775,23.0954348711,22.826782533,23.0434376444,25699700,22.3848433848,22.9594136897,0.0104140464,0.0011949811,176.8256511104,179.0976877001,176.2474115712,178.6671216432,2729500,172.6211441936,174.9186182835
1395573,0.0232919494,0.012671875,0.0029316011,83.6330447607,84.7032863803,83.4775395681,84.6928322497,110690300,79.7182960283,77.0187154056,0.0044799146,-0.0024219511,338.1036937126,339.6735396767,336.8899469928,339.6183693713,4351000,315.7721584024,303.9967087173,0,0,0,0,0,0,0,0,0,0.006097561,0,9.84,9.9,9.7,9.9,77700,8.2052,9.0984,-0.0006468305,-0.0025889968,27.4541896857,27.4541896857,27.1611792525,27.4364314777,32589900,26.4134980932,26.6908218942,-0.0477380655,0,20.005,20.08,19,19.05,129293400,23.81768,27.8738875,0.0034278591,-0.0031055901,30.2083174857,30.4060035771,30.0388722645,30.3118673431,20814500,28.8729008704,27.0035109143,-0.0090327437,-0.004177744,23.0261052355,23.0781024622,22.7141218751,22.8181163285,30376900,22.4297257084,22.9471403732,0.0006962403,-0.002633933,178.8806254731,179.699056821,178.5069937708,179.0051693739,2551800,173.1905239328,174.8811458477
1399893,-0.0219999404,0.0232919494,0.008524393,84.9411178514,86.9195620665,84.9267434218,86.9195620665,153346200,80.0362060651,77.0842569424,5.92154E-05,-0.0035971223,338.7958302719,340.4860478115,337.3714332948,338.8158922011,3512600,317.790789724,304.0959149575,0,0,0,0,0,0,0,0,0,0.0090909091,0,9.9,10,9.75,9.99,79200,8.274,9.0982,-0.0025957171,0.0006506181,27.3653986454,27.3920359575,27.1523001484,27.2943658131,23737700,26.4665642796,26.6816992872,0.0504461942,-0.021538154,19.05,20.13,18.75,20.011,101186600,23.48832,27.75292,-0.0018691589,-0.0006242197,30.2177311091,30.2600924144,30.0294586411,30.1612493687,11189200,28.9677901943,27.0298748757,0.0003813883,0.0038124285,22.7227880795,22.8181163285,22.6187936261,22.731454284,25600800,22.4752659494,22.9373270503,-0.0009467338,0.0024438903,178.5336817495,178.9251054376,177.9465462173,178.3646578842,2336000,173.7775110441,174.8362979927
1401333,0.022080621,-0.0219999404,-0.0025028122,87.6604985724,88.1910457001,84.9829343737,85.7319728309,203179900,80.3064563871,77.1480199861,-0.0053483086,-0.0031814312,337.5971299989,340.0497008502,332.1091892516,335.7915563661,4439900,319.6521355201,304.2017416343,0,0,0,0,0,0,0,0,0,-0.006006006,-0.0060422961,9.99,10,9.83,9.93,80300,8.3372,9.0978,0.0013003901,-0.0068181818,27.3121240211,27.4897061019,27.1789374606,27.3476404373,28822700,26.5139993633,26.6737228046,-0.0215015322,0.010491153,19.58,19.98,19.09,19.159,70640600,23.13108,27.6227090909,-0.0084322299,-0.0003149606,30.1424221219,30.3777627069,29.86001342,29.8882542902,19673100,29.0366979175,27.0540713833,-0.008355488,-0.0084258905,22.8181163285,22.826782533,22.5234653771,22.6274598305,31661300,22.508053914,22.9234030622,-0.0116423703,-5.03398E-05,178.8005615369,178.8094575298,176.469811394,176.7188991955,3111300,174.3390610278,174.7663480211
1402773,-0.0052243623,0.022080621,-0.0041263624,85.5174018004,87.4226671014,84.6928322497,87.4056791392,141330700,80.6471942559,77.2419355807,0.0146842878,-0.0042972326,334.7232586334,341.3537262517,334.3812027396,339.6384313005,3814500,321.5865067387,304.3819980686,0,0,0,0,0,0,0,0,0,-0.009118541,-0.0020449898,9.87,9.94,9.66,9.78,24100,8.3932,9.0994,-0.0016345211,-0.0049115914,27.1611792525,27.3121240211,27.050190452,27.1167837323,33437400,26.5243272279,26.6622548116,0.0040805785,0.0031380215,19.36,19.53,18.96,19.439,49892200,22.74424,27.5005641791,-0.0012602394,-0.0044164038,29.8788406668,29.9776837125,29.671740952,29.8411861732,18087900,29.0818833098,27.0791097027,-0.0061799923,-0.0058297707,22.4368033326,22.540797786,22.2374806301,22.2981440613,33619400,22.4991421535,22.9065697565,-0.0069975836,-0.0010646388,176.7100032026,176.7188991955,175.1665484324,175.4734601878,3296100,174.6878032658,174.680591699
1404213,0.0056284211,-0.0052243623,-0.00470851,87.0450116336,87.5402760706,86.3968555367,86.5902569527,105032200,80.9133641871,77.3028698431,0.0037522061,-0.0017730496,338.1789259473,341.2935404639,336.5388632308,339.4478429726,3564800,323.2664926945,304.5318606802,0,0,0,0,0,0,0,0,0,0.0051229508,-0.004077472,9.76,9.96,9.68,9.81,23500,8.4552,9.1013,-0.0044422507,-0.0001652619,26.9835971717,26.9924762758,26.7083449465,26.8637292672,28355600,26.5169472375,26.6479495849,-0.0030769231,0.0041152263,19.5,19.73,19.36,19.44,32813700,22.36184,27.3820264706,0.000792142,-0.0077568466,29.7093954456,29.8882542902,29.4740548606,29.7329295041,14201700,29.1089945452,27.0995967239,-0.0211102424,0.000399361,22.1681509945,22.1724840967,21.6048477049,21.7001759539,51397600,22.4714671676,22.8814963782,-0.0068006496,-0.0037812979,175.2866443367,175.5802121028,173.8632854708,174.0945812865,2757400,174.7301728666,174.5738134101
